Rank,Player,Expert
1,Mike Trout CF | LAA  $48 ,1
298,* Travis Jankowski CF | SD  ,2
299,Chris Carter 1B | NYY  ,2
300,* Kevin Pillar CF | TOR ,2
1,Mike Trout CF | LAA  $50 ,3
2,Mookie Betts RF | BOS  $50 ,3
3,Jose Altuve 2B | HOU  $48 ,3
4,Nolan Arenado 3B | COL  $43 ,3
5,Paul Goldschmidt 1B | ARI  $43 ,3
6,Kris Bryant 3B | CHC  $43 ,3
7,Josh Donaldson 3B | TOR  $38 ,3
8,Manny Machado 3B | BAL  $38 ,3
9,Anthony Rizzo 1B | CHC  $36 ,3
10,Clayton Kershaw SP | LAD  $36 ,3
11,Bryce Harper RF | WAS  $36 ,3
12,Joey Votto 1B | CIN  $36 ,3
13,Miguel Cabrera 1B | DET  $30 ,3
14,Charlie Blackmon CF | COL  $30 ,3
15,Corey Seager SS | LAD  $30 ,3
16,* Trea Turner CF | WAS  $32 ,3
17,Carlos Correa SS | HOU  $33 ,3
18,Edwin Encarnacion DH | CLE  $33 ,3
19,Max Scherzer SP | WAS  $33 ,3
20,Madison Bumgarner SP | SF  $33 ,3
21,Chris Sale SP | BOS  $29 ,3
22,Corey Kluber SP | CLE  $27 ,3
23,Daniel Murphy 2B | WAS  $27 ,3
24,George Springer RF | HOU  $27 ,3
25,A.J. Pollock CF | ARI  $27 ,3
26,Noah Syndergaard SP | NYM  $27 ,3
27,Ryan Braun LF | MIL  $27 ,3
28,Giancarlo Stanton RF | MIA  $25 ,3
29,Freddie Freeman 1B | ATL  $24 ,3
30,Nelson Cruz DH | SEA  $25 ,3
31,Brian Dozier 2B | MIN  $25 ,3
32,Matt Carpenter 3B | STL  $25 ,3
33,Jake Arrieta SP | CHC  $25 ,3
34,Starling Marte LF | PIT  $24 ,3
35,Jon Lester SP | CHC  $23 ,3
36,Andrew McCutchen CF | PIT  $23 ,3
37,Yoenis Cespedes LF | NYM  $22 ,3
38,Johnny Cueto SP | SF  $22 ,3
39,Francisco Lindor SS | CLE  $22 ,3
40,Xander Bogaerts SS | BOS  $20 ,3
41,Jonathan Villar SS | MIL  $22 ,3
42,Robinson Cano 2B | SEA  $20 ,3
43,Rougned Odor 2B | TEX  $20 ,3
44,Chris Davis 1B | BAL  $21 ,3
45,Adrian Beltre 3B | TEX  $18 ,3
46,Trevor Story SS | COL  $23 ,3
47,Kyle Seager 3B | SEA  $23 ,3
48,J.D. Martinez RF | DET  $23 ,3
49,Christian Yelich LF | MIA  $23 ,3
50,Buster Posey C | SF  $20 ,3
51,Carlos Gonzalez RF | COL  $20 ,3
52,Justin Verlander SP | DET  $20 ,3
53,Stephen Strasburg SP | WAS  $20 ,3
54,Gregory Polanco RF | PIT  $20 ,3
55,Yu Darvish SP | TEX  $20 ,3
56,Jose Abreu 1B | CHW  $20 ,3
57,Wil Myers 1B | SD  $19 ,3
58,Jose Bautista RF | TOR  $19 ,3
59,Jacob deGrom SP | NYM  $19 ,3
60,Hanley Ramirez 1B | BOS  $19 ,3
61,David Price SP | BOS  $19 ,3
62,Jean Segura 2B | SEA  $19 ,3
63,Dee Gordon 2B | MIA  $15 ,3
64,Cole Hamels SP | TEX  $15 ,3
65,Anthony Rendon 3B | WAS  $17 ,3
66,Kenley Jansen RP | LAD  $17 ,3
67,Zack Greinke SP | ARI  $17 ,3
68,Carlos Carrasco SP | CLE  $17 ,3
69,Jonathan Lucroy C | TEX  $17 ,3
70,* Aledmys Diaz SS | STL  $17 ,3
71,Adam Jones CF | BAL  $18 ,3
72,Carlos Martinez SP | STL  $18 ,3
73,Khris Davis LF | OAK  $17 ,3
74,Mark Trumbo RF | BAL  $16 ,3
75,Chris Archer SP | TB  $16 ,3
76,Danny Duffy SP | KC  $16 ,3
77,Ian Kinsler 2B | DET  $17 ,3
78,Zach Britton RP | BAL  $16 ,3
79,Masahiro Tanaka SP | NYY  $16 ,3
80,Alex Bregman 3B | HOU  $16 ,3
81,Jackie Bradley CF | BOS  $16 ,3
82,* Kyle Schwarber LF | CHC  $16 ,3
83,Kyle Hendricks SP | CHC  $16 ,3
84,Gary Sanchez C | NYY  $16 ,3
85,Aroldis Chapman RP | NYY  $15 ,3
86,Danny Salazar SP | CLE  $15 ,3
87,Maikel Franco 3B | PHI  $15 ,3
88,Evan Longoria 3B | TB  $15 ,3
89,Jose Quintana SP | CHW  $15 ,3
90,Carlos Santana DH | CLE  $15 ,3
91,Rick Porcello SP | BOS  $15 ,3
92,Wade Davis RP | CHC  $15 ,3
93,Gerrit Cole SP | PIT  $15 ,3
94,Justin Turner 3B | LAD  $15 ,3
95,* Miguel Sano 3B | MIN  $15 ,3
96,* Andrew Benintendi LF | BOS  $15 ,3
97,DJ LeMahieu 2B | COL  $15 ,3
98,Ian Desmond CF | COL  $15 ,3
99,Kenta Maeda SP | LAD  $15 ,3
100,* James Paxton SP | SEA  $15 ,3
101,Matt Kemp RF | ATL  $15 ,3
102,Steven Matz SP | NYM  $15 ,3
103,Aaron Sanchez SP | TOR  $15 ,3
104,Adam Eaton RF | WAS  $15 ,3
105,Mark Melancon RP | SF  $15 ,3
106,Justin Upton LF | DET  $15 ,3
107,Lance McCullers SP | HOU  $15 ,3
108,Stephen Piscotty RF | STL  $15 ,3
109,Julio Teheran SP | ATL  $15 ,3
110,Jose Ramirez 3B | CLE  $15 ,3
111,Craig Kimbrel RP | BOS  $15 ,3
112,Lorenzo Cain CF | KC  $15 ,3
113,Ben Zobrist 2B | CHC  $15 ,3
114,* Addison Russell SS | CHC  $15 ,3
115,Felix Hernandez SP | SEA  $15 ,3
116,Dallas Keuchel SP | HOU  $14 ,3
117,* Edwin Diaz RP | SEA  $14 ,3
118,Eduardo Nunez 3B | SF  $13 ,3
119,Brandon Belt 1B | SF  $13 ,3
120,Adrian Gonzalez 1B | LAD  $12 ,3
121,Todd Frazier 3B | CHW  $12 ,3
122,Seung-Hwan Oh RP | STL  $12 ,3
123,* Ken Giles RP | HOU  $12 ,3
124,Odubel Herrera CF | PHI  $12 ,3
125,* Michael Brantley LF | CLE  $12 ,3
126,Matt Harvey SP | NYM  $11 ,3
127,John Lackey SP | CHC  $11 ,3
128,Michael Fulmer SP | DET  $11 ,3
129,Tanner Roark SP | WAS  $11 ,3
130,Rich Hill SP | LAD  $11 ,3
131,Kevin Gausman SP | BAL  $11 ,3
132,* Willson Contreras C | CHC  $11 ,3
133,Dustin Pedroia 2B | BOS  $10 ,3
134,* Evan Gattis DH | HOU  $10 ,3
135,Troy Tulowitzki SS | TOR  $10 ,3
136,Roberto Osuna RP | TOR  $9 ,3
137,* Vince Velasquez SP | PHI  $8 ,3
138,Aaron Nola SP | PHI  $8 ,3
139,* Kelvin Herrera RP | KC  $7 ,3
140,Joe Ross SP | WAS  $7 ,3
141,Dexter Fowler CF | STL  $7 ,3
142,Yasmani Grandal C | LAD  $7 ,3
143,Carlos Rodon SP | CHW  $7 ,3
144,* David Dahl LF | COL  $7 ,3
145,* Sam Dyson RP | TEX  $7 ,3
146,* Billy Hamilton CF | CIN  $7 ,3
147,Jeurys Familia RP | NYM  $6 ,3
148,Kole Calhoun RF | LAA  $6 ,3
149,* Kendrys Morales DH | TOR  $6 ,3
150,* Byron Buxton CF | MIN  $6 ,3
151,* Yangervis Solarte 3B | SD  $6 ,3
152,Cody Allen RP | CLE  $7 ,3
153,Marcus Stroman SP | TOR  $7 ,3
154,* Jose Peraza SS | CIN  $2 ,3
155,Matt Shoemaker SP | LAA  $6 ,3
156,Albert Pujols DH | LAA  $6 ,3
157,Eric Hosmer 1B | KC  $7 ,3
158,Michael Pineda SP | NYY  $7 ,3
159,Taijuan Walker SP | ARI  $7 ,3
160,Jon Gray SP | COL  $7 ,3
161,Adam Duvall LF | CIN  $6 ,3
162,* Sean Manaea SP | OAK  $6 ,3
163,Jason Kipnis 2B | CLE  $6 ,3
164,Dylan Bundy RP | BAL  $6 ,3
165,* Dansby Swanson SS | ATL  $4 ,3
166,Marcell Ozuna CF | MIA  $4 ,3
167,* Russell Martin C | TOR  $4 ,3
168,Jake Lamb 3B | ARI  $4 ,3
169,Salvador Perez C | KC  $6 ,3
170,Francisco Rodriguez RP | DET  $6 ,3
171,J.A. Happ SP | TOR  $5 ,3
172,Jameson Taillon SP | PIT  $4 ,3
173,Drew Pomeranz SP | BOS  $4 ,3
174,* Nomar Mazara RF | TEX  $4 ,3
175,* Mike Napoli 1B | TEX  $4 ,3
176,Jeff Samardzija SP | SF  $3 ,3
177,* Greg Bird 1B | NYY  $3 ,3
178,Carlos Gomez CF | TEX  $3 ,3
179,Alex Colome RP | TB  $4 ,3
180,* Victor Martinez DH | DET  $4 ,3
181,* A.J. Ramos RP | MIA  $4 ,3
182,* Hernan Perez 3B | MIL  $4 ,3
183,* Yasmany Tomas RF | ARI  $4 ,3
184,* Javier Baez 3B | CHC  $4 ,3
185,Carlos Beltran DH | HOU  $3 ,3
186,David Robertson RP | CHW  $3 ,3
187,* Robbie Ray SP | ARI  $3 ,3
188,Josh Reddick RF | HOU  $3 ,3
189,Ian Kennedy SP | KC  $3 ,3
190,* Elvis Andrus SS | TEX  $2 ,3
191,Matt Wieters C | WAS  $2 ,3
192,Jay Bruce RF | NYM  $2 ,3
193,* Julio Urias SP | LAD  $2 ,3
194,Marcus Semien SS | OAK  $2 ,3
195,* Tommy Joseph 1B | PHI  $2 ,3
196,Marco Estrada SP | TOR  $2 ,3
197,* Yoan Moncada 3B | CHW  $2 ,3
198,* Michael Wacha SP | STL  $2 ,3
199,* Joc Pederson CF | LAD  $2 ,3
200,Jose Reyes 3B | NYM  $1 ,3
201,* Yasiel Puig RF | LAD  $1 ,3
202,Logan Forsythe 2B | LAD  $2 ,3
203,Brian McCann C | HOU  $2 ,3
204,Matt Moore SP | SF  $2 ,3
205,* Devon Travis 2B | TOR  $2 ,3
206,Matt Holliday LF | NYY  $1 ,3
207,* Ben Revere CF | LAA $1 ,3
208,* Junior Guerra SP | MIL  $2 ,3
209,Max Kepler RF | MIN  $2 ,3
210,Tony Watson RP | PIT  $2 ,3
211,Jacoby Ellsbury CF | NYY  $2 ,3
212,* Blake Snell SP | TB  $1 ,3
213,Ivan Nova SP | PIT  $2 ,3
214,Jason Hammel SP | KC  $2 ,3
215,Jake Odorizzi SP | TB  $1 ,3
216,* Lance Lynn SP | STL  ,3
217,* Ryon Healy 3B | OAK  $1 ,3
218,* Randal Grichuk CF | STL  $1 ,3
219,* Koda Glover RP | WAS  ,3
220,J.T. Realmuto C | MIA  $1 ,3
221,* Josh Harrison 2B | PIT  $1 ,3
222,Adam Wainwright SP | STL  $1 ,3
223,Yadier Molina C | STL  $1 ,3
224,* Robert Gsellman SP | NYM  $1 ,3
225,Trevor Bauer SP | CLE  $1 ,3
226,* Jorge Soler LF | KC  $1 ,3
227,* Jim Johnson RP | ATL  $1 ,3
228,Sonny Gray SP | OAK  $1 ,3
229,* Cam Bedrosian RP | LAA  $1 ,3
230,Hunter Pence RF | SF  $1 ,3
231,Melky Cabrera LF | CHW  $1 ,3
232,Jerad Eickhoff SP | PHI  $1 ,3
233,* Alex Gordon LF | KC  $1 ,3
234,* Brandon Phillips 2B | ATL  $1 ,3
235,* Jonathan Schoop 2B | BAL  $1 ,3
236,* Keon Broxton CF | MIL  $1 ,3
237,* Drew Smyly SP | SEA  $1 ,3
238,* Leonys Martin CF | SEA  $1 ,3
239,* Domingo Santana RF | MIL  $1 ,3
240,Brandon Crawford SS | SF  $1 ,3
241,Neil Walker 2B | NYM  $1 ,3
242,* Jason Heyward RF | CHC  $1 ,3
243,* Garrett Richards SP | LAA  $1 ,3
244,* Nick Markakis RF | ATL  $1 ,3
245,Francisco Liriano SP | TOR  ,3
246,Starlin Castro 2B | NYY  $1 ,3
247,Jayson Werth LF | WAS  $1 ,3
248,Curtis Granderson RF | NYM  $1 ,3
249,* Angel Pagan LF | SF  $1 ,3
250,* Greg Holland RP | COL  ,3
251,* Hector Neris RP | PHI  $1 ,3
252,* Mitch Haniger CF | SEA  ,3
253,Collin McHugh SP | HOU  ,3
254,* Brandon Maurer RP | SD  ,3
255,* Fernando Rodney RP | ARI  ,3
256,* Eugenio Suarez 3B | CIN  ,3
257,* Joe Musgrove SP | HOU  ,3
258,* Jung Ho Kang 3B | PIT  ,3
259,Bartolo Colon SP | ATL  ,3
260,* Freddy Galvis SS | PHI  ,3
261,Ryan Madson RP | OAK  ,3
262,* Asdrubal Cabrera SS | NYM  ,3
263,* Danny Espinosa SS | LAA  ,3
264,* Ender Inciarte CF | ATL  ,3
265,* Orlando Arcia SS | MIL  ,3
266,Nick Castellanos 3B | DET  ,3
267,* Jedd Gyorko 2B | STL  ,3
268,* Martin Prado 3B | MIA  ,3
269,Raisel Iglesias RP | CIN  ,3
270,Ervin Santana SP | MIN  ,3
271,Steven Wright SP | BOS  ,3
272,* Michael Conforto LF | NYM  ,3
273,Brett Gardner LF | NYY  ,3
274,* C.J. Cron 1B | LAA  ,3
275,* Brandon Drury LF | ARI  ,3
276,* Yuli Gurriel 3B | HOU  ,3
277,* Eduardo Rodriguez SP | BOS  ,3
278,Brad Miller SS | TB  ,3
279,Andrew Miller RP | CLE  ,3
280,* Didi Gregorius SS | NYY  ,3
281,Dellin Betances RP | NYY  ,3
282,* Jose Berrios SP | MIN  ,3
283,* Gerardo Parra LF | COL  ,3
284,* Welington Castillo C | BAL  ,3
285,* Travis Jankowski CF | SD  ,3
286,* Josh Bell 1B | PIT  ,3
287,Chris Carter 1B | NYY  ,3
288,Lucas Duda 1B | NYM  ,3
289,* Scott Schebler RF | CIN  ,3
290,* Travis d'Arnaud C | NYM  ,3
291,* Tyler Glasnow SP | PIT  ,3
292,* Jose De Leon SP | TB  ,3
293,* Denard Span CF | SF  ,3
294,* Jharel Cotton SP | OAK  ,3
295,Adam Conley SP | MIA  ,3
296,* Corey Knebel RP | MIL  ,3
297,* Eric Thames LF | MIL  ,3
298,Michael Saunders LF | PHI  ,3
299,* Manuel Margot CF | SD  ,3
300,* Jeremy Hellickson SP | PHI  ,3
